ano;controle;moradores;tipo_dom;material_parede;material_telhado;comodos;quartos;aluguel;agua;banheiros;energia;rendapc;UF
2015;11000015;1.0;Apartamento;Alvenaria;Telha;4.0;1.0;500.0;Sim;1.0;Sim;800.0;RO
2015;11000015;1.0;Apartamento;Alvenaria;Telha;2.0;1.0;350.0;Sim;1.0;Sim;1150.0;RO
2015;11000015;5.0;Casa;Madeira aparelhada;Telha;5.0;3.0;600.0;Sim;1.0;Sim;818.0;RO
2015;11000015;2.0;Apartamento;Alvenaria;Telha;4.0;2.0;500.0;Sim;1.0;Sim;1400.0;RO
2015;11000015;3.0;Apartamento;Alvenaria;Telha;3.0;1.0;480.0;Sim;1.0;Sim;666.0;RO
2015;11000023;4.0;Casa;Alvenaria;Telha;6.0;2.0;500.0;Sim;1.0;Sim;1087.0;RO
2015;11000023;3.0;Casa;Madeira aparelhada;Telha;6.0;3.0;350.0;Sim;1.0;Sim;700.0;RO
2015;11000023;4.0;Casa;Alvenaria;Telha;8.0;3.0;580.0;Sim;2.0;Sim;1172.0;RO
2015;11000023;6.0;Casa;Madeira aparelhada;Telha;5.0;3.0;400.0;Sim;1.0;Sim;366.0;RO
2015;11000031;3.0;Casa;Alvenaria;Telha;5.0;2.0;400.0;Sim;1.0;Sim;262.0;RO
2015;11000031;5.0;Casa;Alvenaria;Telha;9.0;3.0;450.0;Sim;2.0;Sim;36.0;RO
2015;11000031;3.0;Casa;Alvenaria;Telha;6.0;2.0;500.0;Sim;1.0;Sim;596.0;RO
2015;11000031;5.0;Apartamento;Alvenaria;Telha;4.0;2.0;300.0;Sim;1.0;Sim;196.0;RO
2015;11000031;2.0;Casa;Alvenaria;Telha;7.0;2.0;650.0;Sim;1.0;Sim;850.0;RO
2015;11000031;5.0;Casa;Alvenaria;Telha;7.0;3.0;650.0;Sim;2.0;Sim;480.0;RO
2015;11000031;2.0;Apartamento;Alvenaria;Telha;2.0;1.0;330.0;Sim;1.0;Sim;650.0;RO
2015;11000040;2.0;Apartamento;Alvenaria;Telha;3.0;1.0;250.0;Sim;1.0;Sim;2100.0;RO
2015;11000040;5.0;Casa;Madeira aparelhada;Telha;6.0;3.0;350.0;Sim;1.0;Sim;1000.0;RO
2015;11000040;4.0;Casa;Madeira aparelhada;Telha;3.0;1.0;200.0;Sim;1.0;Sim;225.0;RO
2015;11000058;3.0;Apartamento;Alvenaria;Telha;2.0;1.0;850.0;Sim;1.0;Sim;250.0;RO
2015;11000058;4.0;Casa;Alvenaria;Telha;5.0;2.0;650.0;Sim;1.0;Sim;837.0;RO
2015;11000066;1.0;Apartamento;Alvenaria;Telha;2.0;1.0;180.0;Sim;1.0;Sim;1250.0;RO
2015;11000066;4.0;Casa;Madeira aparelhada;Telha;5.0;3.0;350.0;Sim;1.0;Sim;409.0;RO
2015;11000066;3.0;Casa;Madeira aparelhada;Telha;6.0;2.0;350.0;Sim;1.0;Sim;656.0;RO
2015;11000074;2.0;Casa;Alvenaria;Telha;5.0;2.0;450.0;Sim;1.0;Sim;494.0;RO
2015;11000074;5.0;Casa;Alvenaria;Telha;5.0;3.0;250.0;Sim;1.0;Sim;280.0;RO
2015;11000074;4.0;Casa;Alvenaria;Telha;6.0;3.0;300.0;Sim;1.0;Sim;288.0;RO
2015;11000074;4.0;Apartamento;Alvenaria;Telha;3.0;1.0;300.0;Sim;1.0;Sim;197.0;RO
2015;11000074;1.0;Apartamento;Alvenaria;Telha;3.0;1.0;200.0;Sim;1.0;Sim;1000.0;RO
2015;11000090;3.0;Casa;Alvenaria;Telha;6.0;2.0;430.0;Sim;1.0;Sim;692.0;RO
2015;11000090;4.0;Casa;Alvenaria;Telha;5.0;2.0;500.0;Sim;1.0;Sim;1420.0;RO
2015;11000090;1.0;Casa;Alvenaria;Telha;2.0;1.0;200.0;Sim;1.0;Sim;800.0;RO
2015;11000090;3.0;Casa;Madeira aparelhada;Telha;4.0;2.0;280.0;Sim;1.0;Sim;70.0;RO
2015;11000090;2.0;Apartamento;Alvenaria;Telha;3.0;1.0;250.0;Sim;1.0;Sim;390.0;RO
2015;11000090;2.0;Apartamento;Alvenaria;Telha;2.0;1.0;350.0;Sim;1.0;Sim;0.0;RO
2015;11000090;6.0;Casa;Madeira aparelhada;Telha;6.0;3.0;250.0;Sim;1.0;Sim;162.0;RO
2015;11000090;3.0;Casa;Madeira aparelhada;Telha;5.0;2.0;350.0;Sim;1.0;Sim;560.0;RO
2015;11000090;4.0;Casa;Alvenaria;Telha;6.0;3.0;500.0;Sim;1.0;Sim;787.0;RO
2015;11000090;3.0;Apartamento;Alvenaria;Telha;2.0;1.0;400.0;Sim;1.0;Sim;381.0;RO
2015;11000090;4.0;Casa;Madeira aparelhada;Telha;6.0;2.0;230.0;Sim;1.0;Sim;1125.0;RO
2015;11000090;5.0;Casa;Madeira aparelhada;Telha;5.0;2.0;400.0;Sim;1.0;Sim;320.0;RO
2015;11000090;2.0;Apartamento;Alvenaria;Telha;3.0;1.0;350.0;Sim;1.0;Sim;900.0;RO
2015;11000090;3.0;Apartamento;Alvenaria;Telha;2.0;1.0;250.0;Sim;1.0;Sim;199.0;RO
2015;11000090;2.0;Casa;Alvenaria;Telha;3.0;1.0;300.0;Sim;1.0;Sim;550.0;RO
2015;11000104;3.0;Casa;Alvenaria;Telha;5.0;2.0;500.0;Sim;1.0;Sim;831.0;RO
2015;11000104;4.0;Casa;Madeira aparelhada;Telha;8.0;3.0;400.0;Sim;2.0;Sim;697.0;RO
2015;11000112;4.0;Casa;Madeira aparelhada;Telha;5.0;2.0;100.0;Sim;1.0;Sim;425.0;RO
2015;11000139;4.0;Casa;Madeira aparelhada;Telha;5.0;3.0;200.0;Sim;1.0;Sim;547.0;RO
2015;11000155;3.0;Casa;Madeira aparelhada;Telha;5.0;2.0;250.0;Sim;1.0;Sim;733.0;RO
2015;11000163;3.0;Casa;Madeira aparelhada;Telha;8.0;1.0;800.0;Sim;2.0;Sim;2000.0;RO
2015;11000163;2.0;Casa;Alvenaria;Telha;6.0;1.0;600.0;Sim;2.0;Sim;1150.0;RO
2015;11000171;2.0;Casa;Alvenaria;Telha;5.0;1.0;500.0;Sim;2.0;Sim;876.0;RO
2015;11000171;3.0;Casa;Alvenaria;Telha;5.0;2.0;450.0;Sim;1.0;Sim;733.0;RO
2015;11000180;4.0;Casa;Alvenaria;Telha;5.0;2.0;450.0;Sim;1.0;Sim;1575.0;RO
2015;11000180;3.0;Casa;Alvenaria;Telha;4.0;2.0;750.0;Sim;1.0;Sim;2000.0;RO
2015;11000180;1.0;Comodo;Alvenaria;Telha;2.0;1.0;300.0;Sim;1.0;Sim;1470.0;RO
2015;11000180;3.0;Casa;Alvenaria;Telha;4.0;2.0;600.0;Sim;1.0;Sim;907.0;RO
2015;11000198;4.0;Casa;Madeira aparelhada;Telha;4.0;1.0;100.0;Sim;1.0;Sim;95.0;RO
2015;11000198;1.0;Apartamento;Alvenaria;Telha;3.0;1.0;310.0;Sim;1.0;Sim;650.0;RO
2015;11000198;1.0;Apartamento;Alvenaria;Telha;3.0;1.0;310.0;Sim;1.0;Sim;3000.0;RO
2015;11000198;4.0;Casa;Madeira aparelhada;Telha;5.0;2.0;350.0;Sim;1.0;Sim;780.0;RO
2015;11000198;5.0;Casa;Alvenaria;Telha;4.0;3.0;400.0;Sim;1.0;Sim;220.0;RO
2015;11000201;6.0;Casa;Alvenaria;Telha;4.0;2.0;350.0;Sim;1.0;Sim;375.0;RO
2015;11000201;1.0;Casa;Madeira aparelhada;Telha;4.0;1.0;300.0;Sim;1.0;Sim;1200.0;RO
2015;11000201;1.0;Casa;Madeira aparelhada;Telha;4.0;1.0;380.0;Sim;1.0;Sim;1800.0;RO
2015;11000201;1.0;Casa;Alvenaria;Telha;3.0;1.0;350.0;Sim;1.0;Sim;0.0;RO
2015;11000210;3.0;Casa;Alvenaria;Telha;3.0;1.0;800.0;Sim;2.0;Sim;829.0;RO
2015;11000210;3.0;Casa;Madeira aparelhada;Telha;4.0;2.0;280.0;Sim;1.0;Sim;133.0;RO
2015;11000210;2.0;Casa;Alvenaria;Telha;2.0;1.0;320.0;Sim;1.0;Sim;331.0;RO
2015;11000210;2.0;Casa;Madeira aparelhada;Telha;4.0;1.0;250.0;Sim;1.0;Sim;394.0;RO
2015;11000210;3.0;Casa;Alvenaria;Telha;5.0;2.0;350.0;Sim;1.0;Sim;404.0;RO
2015;11000210;2.0;Casa;Alvenaria;Telha;4.0;1.0;470.0;Sim;1.0;Sim;1650.0;RO
2015;11000244;2.0;Casa;Alvenaria;Telha;3.0;1.0;420.0;Sim;1.0;Sim;532.0;RO
2015;11000295;4.0;Casa;Alvenaria;Telha;5.0;2.0;400.0;Sim;1.0;Sim;46.0;RO
2015;11000295;4.0;Casa;Madeira aparelhada;Telha;6.0;3.0;250.0;Sim;1.0;Sim;841.0;RO
2015;11000309;1.0;Casa;Madeira aparelhada;Telha;5.0;1.0;200.0;Sim;1.0;Sim;1920.0;RO
2015;11000317;3.0;Casa;Madeira aparelhada;Telha;5.0;2.0;350.0;Sim;1.0;Sim;553.0;RO
2015;11000317;1.0;Casa;Alvenaria;Telha;5.0;1.0;300.0;Sim;1.0;Sim;788.0;RO
2015;11000317;4.0;Casa;Madeira aparelhada;Telha;6.0;2.0;350.0;Sim;2.0;Sim;245.0;RO
2015;11000317;3.0;Casa;Alvenaria;Telha;4.0;1.0;250.0;Sim;1.0;Sim;476.0;RO
2015;11000317;6.0;Casa;Alvenaria;Telha;6.0;3.0;800.0;Sim;2.0;Sim;966.0;RO
2015;11000333;5.0;Casa;Madeira aparelhada;Telha;5.0;2.0;100.0;Sim;1.0;Sim;254.0;RO
2015;11000341;7.0;Casa;Madeira aparelhada;Telha;5.0;2.0;350.0;Sim;1.0;Sim;226.0;RO
2015;11000368;1.0;Apartamento;Alvenaria;Telha;3.0;1.0;200.0;Sim;1.0;Sim;400.0;RO
2015;11000368;7.0;Apartamento;Alvenaria;Telha;4.0;1.0;200.0;Sim;1.0;Sim;112.0;RO
2015;11000376;1.0;Casa;Madeira aparelhada;Telha;4.0;1.0;200.0;Sim;1.0;Sim;770.0;RO
2015;11000384;3.0;Casa;Madeira aparelhada;Telha;4.0;2.0;200.0;Sim;1.0;Sim;366.0;RO
2015;11000384;2.0;Apartamento;Alvenaria;Telha;6.0;1.0;330.0;Sim;1.0;Sim;1894.0;RO
2015;11000384;4.0;Casa;Alvenaria;Telha;12.0;3.0;1600.0;Sim;6.0;Sim;2125.0;RO
2015;11000384;4.0;Casa;Alvenaria;Telha;8.0;3.0;750.0;Sim;2.0;Sim;1125.0;RO
2015;11000392;1.0;Casa;Madeira aparelhada;Telha;5.0;1.0;250.0;Sim;1.0;Sim;1576.0;RO
2015;11000392;1.0;Apartamento;Alvenaria;Telha;3.0;1.0;200.0;Sim;1.0;Sim;800.0;RO
2015;11000392;3.0;Casa;Madeira aparelhada;Telha;5.0;2.0;250.0;Sim;1.0;Sim;200.0;RO
2015;11000392;3.0;Casa;Alvenaria;Telha;5.0;2.0;300.0;Sim;1.0;Sim;916.0;RO
2015;11000392;3.0;Casa;Madeira aparelhada;Telha;5.0;2.0;250.0;Sim;1.0;Sim;373.0;RO
2015;11000392;5.0;Casa;Alvenaria;Telha;5.0;2.0;250.0;Sim;1.0;Sim;504.0;RO
2015;11000406;2.0;Casa;Madeira aparelhada;Telha;6.0;1.0;250.0;Sim;1.0;Sim;400.0;RO
2015;11000406;3.0;Casa;Madeira aparelhada;Telha;5.0;2.0;300.0;Sim;1.0;Sim;311.0;RO
2015;11000406;2.0;Casa;Alvenaria;Telha;6.0;1.0;380.0;Sim;1.0;Sim;1394.0;RO
2015;11000406;2.0;Casa;Madeira aparelhada;Telha;5.0;2.0;230.0;Sim;1.0;Sim;950.0;RO
2015;11000422;4.0;Casa;Madeira aproveitada;Telha;8.0;4.0;300.0;Sim;2.0;Sim;512.0;RO
2015;11000422;3.0;Casa;Alvenaria;Telha;5.0;2.0;200.0;Sim;1.0;Sim;500.0;RO
2015;11000422;1.0;Casa;Madeira aproveitada;Telha;5.0;1.0;350.0;Sim;1.0;Sim;788.0;RO
2015;11000422;6.0;Casa;Madeira aproveitada;Telha;6.0;3.0;250.0;Sim;1.0;Sim;239.0;RO
2015;11000422;2.0;Casa;Madeira aproveitada;Telha;4.0;1.0;100.0;Sim;1.0;Sim;465.0;RO
2015;11000430;3.0;Casa;Alvenaria;Telha;6.0;2.0;400.0;Sim;1.0;Sim;1200.0;RO
2015;11000430;2.0;Casa;Alvenaria;Telha;3.0;1.0;380.0;Sim;1.0;Sim;1550.0;RO
2015;11000430;3.0;Casa;Madeira aparelhada;Telha;8.0;2.0;350.0;Sim;2.0;Sim;210.0;RO
2015;11000430;2.0;Casa;Alvenaria;Telha;5.0;1.0;500.0;Sim;1.0;Sim;600.0;RO
2015;11000449;4.0;Casa;Madeira aparelhada;Telha;6.0;4.0;730.0;Sim;1.0;Sim;1375.0;RO
2015;11000449;3.0;Casa;Alvenaria;Telha;9.0;2.0;788.0;Sim;3.0;Sim;1000.0;RO
2015;11000449;2.0;Casa;Alvenaria;Laje;8.0;1.0;1780.0;Sim;3.0;Sim;7800.0;RO
2015;11000449;1.0;Apartamento;Alvenaria;Laje;3.0;1.0;300.0;Sim;1.0;Sim;860.0;RO
2015;11000457;4.0;Casa;Madeira aparelhada;Telha;5.0;2.0;450.0;Sim;1.0;Sim;772.0;RO
2015;11000457;2.0;Casa;Madeira aparelhada;Telha;5.0;1.0;300.0;Sim;1.0;Sim;494.0;RO
2015;11000457;1.0;Casa;Alvenaria;Telha;3.0;1.0;370.0;Sim;1.0;Sim;0.0;RO
2015;11000457;4.0;Casa;Alvenaria;Telha;6.0;2.0;750.0;Sim;2.0;Sim;600.0;RO
2015;11000457;1.0;Apartamento;Alvenaria;Telha;5.0;1.0;500.0;Sim;1.0;Sim;1900.0;RO
2015;11000457;3.0;Casa;Madeira aparelhada;Telha;5.0;1.0;200.0;Sim;1.0;Sim;311.0;RO
2015;11000457;2.0;Casa;Alvenaria;Telha;4.0;2.0;350.0;Sim;1.0;Sim;400.0;RO
2015;11000473;3.0;Casa;Madeira aparelhada;Telha;4.0;2.0;200.0;Sim;1.0;Sim;929.0;RO
2015;11000473;2.0;Casa;Madeira aparelhada;Telha;6.0;1.0;450.0;Sim;1.0;Sim;3500.0;RO
2015;11000481;2.0;Apartamento;Alvenaria;Laje;3.0;1.0;750.0;Sim;1.0;Sim;3450.0;RO
2015;11000490;3.0;Casa;Madeira aparelhada;Telha;5.0;1.0;250.0;Sim;1.0;Sim;733.0;RO
2015;11000490;2.0;Casa;Alvenaria;Telha;4.0;1.0;400.0;Sim;1.0;Sim;1400.0;RO
2015;11000503;3.0;Casa;Madeira aparelhada;Telha;5.0;2.0;300.0;Sim;1.0;Sim;166.0;RO
2015;11000511;2.0;Casa;Madeira aparelhada;Telha;4.0;1.0;200.0;Sim;1.0;Sim;1350.0;RO
2015;11000511;4.0;Casa;Madeira aparelhada;Telha;6.0;3.0;300.0;Sim;1.0;Sim;275.0;RO
2015;11000511;4.0;Casa;Alvenaria;Telha;7.0;3.0;200.0;Sim;1.0;Sim;400.0;RO
2015;11000520;1.0;Casa;Madeira aparelhada;Telha;3.0;1.0;280.0;Sim;1.0;Sim;500.0;RO
2015;11000520;3.0;Casa;Madeira aparelhada;Telha;5.0;1.0;450.0;Sim;1.0;Sim;691.0;RO
2015;11000538;6.0;Casa;Alvenaria;Telha;5.0;2.0;450.0;Sim;1.0;Sim;396.0;RO
2015;11000554;4.0;Casa;Madeira aparelhada;Telha;5.0;2.0;250.0;Sim;1.0;Sim;195.0;RO
2015;11000554;5.0;Casa;Alvenaria;Telha;3.0;1.0;180.0;Sim;1.0;Sim;0.0;RO
2015;11000554;1.0;Casa;Alvenaria;Telha;5.0;1.0;200.0;Sim;1.0;Sim;788.0;RO
2015;11000554;4.0;Casa;Alvenaria;Telha;6.0;2.0;400.0;Sim;2.0;Sim;485.0;RO
2015;11000554;1.0;Apartamento;Alvenaria;Telha;3.0;1.0;225.0;Sim;1.0;Sim;427.0;RO
2015;11000554;1.0;Casa;Alvenaria;Telha;5.0;1.0;300.0;Sim;1.0;Sim;1708.0;RO
2015;11000562;2.0;Casa;Alvenaria;Telha;6.0;2.0;400.0;Sim;1.0;Sim;1750.0;RO
2015;11000562;1.0;Apartamento;Alvenaria;Telha;2.0;1.0;200.0;Sim;1.0;Sim;4800.0;RO
2015;11000562;3.0;Casa;Madeira aparelhada;Telha;7.0;2.0;450.0;Sim;1.0;Sim;1000.0;RO
2015;11000562;2.0;Apartamento;Alvenaria;Laje;4.0;1.0;360.0;Sim;1.0;Sim;1250.0;RO
2015;11000562;6.0;Casa;Madeira aparelhada;Telha;6.0;2.0;650.0;Sim;1.0;Sim;286.0;RO
2015;11000562;3.0;Casa;Madeira aparelhada;Telha;5.0;2.0;400.0;Sim;1.0;Sim;758.0;RO
2015;11000570;4.0;Casa;Madeira aparelhada;Telha;6.0;2.0;400.0;Sim;1.0;Sim;350.0;RO
2015;11000570;1.0;Casa;Madeira aparelhada;Telha;2.0;1.0;150.0;Sim;1.0;Sim;400.0;RO
2015;11000589;3.0;Casa;Alvenaria;Telha;5.0;1.0;350.0;Sim;1.0;Sim;1300.0;RO
2015;11000589;1.0;Casa;Alvenaria;Telha;5.0;1.0;150.0;Sim;1.0;Sim;788.0;RO
2015;11000589;3.0;Casa;Alvenaria;Telha;8.0;1.0;150.0;Sim;1.0;Sim;1176.0;RO
2015;11000600;4.0;Casa;Madeira aproveitada;Telha;5.0;2.0;3000.0;Sim;1.0;Sim;1400.0;RO
2015;11000619;3.0;Casa;Alvenaria;Telha;5.0;2.0;600.0;Sim;1.0;Sim;1666.0;RO
2015;11000619;3.0;Casa;Madeira aparelhada;Telha;6.0;3.0;370.0;Sim;1.0;Sim;860.0;RO
2015;11000619;5.0;Casa;Alvenaria;Telha;7.0;3.0;350.0;Sim;2.0;Sim;300.0;RO
2015;11000635;4.0;Casa;Alvenaria;Telha;5.0;3.0;400.0;Sim;1.0;Sim;447.0;RO
2015;11000635;2.0;Casa;Alvenaria;Telha;5.0;2.0;500.0;Sim;1.0;Sim;1500.0;RO
2015;11000678;2.0;Casa;Alvenaria;Telha;5.0;1.0;400.0;Sim;1.0;Sim;1394.0;RO
2015;11000678;2.0;Casa;Alvenaria;Telha;8.0;1.0;1200.0;Sim;3.0;Sim;6000.0;RO
2015;11000678;1.0;Casa;Madeira aparelhada;Telha;5.0;1.0;300.0;Sim;1.0;Sim;1180.0;RO
2015;11000678;3.0;Casa;Madeira aparelhada;Telha;5.0;2.0;350.0;Sim;1.0;Sim;650.0;RO
2015;11000686;3.0;Casa;Madeira aparelhada;Telha;5.0;1.0;200.0;Sim;1.0;Sim;449.0;RO
2015;11000686;6.0;Casa;Alvenaria;Telha;4.0;2.0;150.0;Sim;1.0;Sim;604.0;RO
2015;11000686;6.0;Casa;Madeira aparelhada;Telha;4.0;2.0;170.0;Sim;1.0;Sim;383.0;RO
2015;11000686;2.0;Casa;Madeira aparelhada;Telha;8.0;2.0;250.0;Sim;1.0;Sim;934.0;RO
2015;11000686;3.0;Casa;Alvenaria;Telha;4.0;1.0;180.0;Sim;1.0;Sim;262.0;RO
2015;11000694;1.0;Casa;Alvenaria;Telha;6.0;1.0;300.0;Sim;1.0;Sim;2000.0;RO
2015;11000694;1.0;Casa;Alvenaria;Telha;4.0;1.0;280.0;Sim;1.0;Sim;950.0;RO
2015;11000716;3.0;Casa;Alvenaria;Telha;3.0;1.0;300.0;Sim;1.0;Sim;566.0;RO
2015;11000724;2.0;Casa;Alvenaria;Telha;2.0;1.0;250.0;Sim;1.0;Sim;206.0;RO
2015;11000724;6.0;Casa;Alvenaria;Telha;7.0;4.0;400.0;Sim;2.0;Sim;916.0;RO
2015;11000759;1.0;Apartamento;Alvenaria;Laje;2.0;1.0;550.0;Sim;1.0;Sim;2000.0;RO
2015;11000759;3.0;Casa;Alvenaria;Telha;5.0;2.0;500.0;Sim;0.0;Sim;262.0;RO
2015;11000759;5.0;Casa;Alvenaria;Telha;9.0;3.0;2000.0;Sim;2.0;Sim;1400.0;RO
2015;11000759;1.0;Apartamento;Alvenaria;Telha;4.0;1.0;500.0;Sim;1.0;Sim;1700.0;RO
2015;11000759;2.0;Casa;Alvenaria;Telha;4.0;1.0;500.0;Sim;1.0;Sim;7500.0;RO
2015;11000767;2.0;Apartamento;Alvenaria;Telha;5.0;2.0;600.0;Sim;1.0;Sim;400.0;RO
2015;11000767;1.0;Apartamento;Alvenaria;Laje;6.0;1.0;600.0;Sim;1.0;Sim;1600.0;RO
2015;11000767;1.0;Apartamento;Alvenaria;Laje;3.0;1.0;450.0;Sim;1.0;Sim;1500.0;RO
2015;11000767;1.0;Apartamento;Alvenaria;Laje;3.0;1.0;450.0;Sim;1.0;Sim;2000.0;RO
2015;11000767;1.0;Apartamento;Alvenaria;Telha;4.0;1.0;500.0;Sim;1.0;Sim;1000.0;RO
2015;11000775;2.0;Apartamento;Alvenaria;Telha;4.0;2.0;900.0;Sim;1.0;Sim;2500.0;RO
2015;11000775;2.0;Casa;Alvenaria;Telha;4.0;2.0;1000.0;Sim;1.0;Sim;3950.0;RO
2015;11000775;7.0;Casa;Alvenaria;Telha;7.0;3.0;850.0;Sim;2.0;Sim;542.0;RO
2015;11000783;1.0;Apartamento;Alvenaria;Laje;3.0;1.0;480.0;Sim;1.0;Sim;3500.0;RO
2015;11000783;3.0;Apartamento;Alvenaria;Telha;4.0;1.0;400.0;Sim;1.0;Sim;739.0;RO
2015;11000783;2.0;Casa;Alvenaria;Telha;5.0;2.0;600.0;Sim;1.0;Sim;519.0;RO
2015;11000791;1.0;Casa;Alvenaria;Telha;3.0;1.0;400.0;Sim;1.0;Sim;1800.0;RO
2015;11000805;4.0;Apartamento;Alvenaria;Telha;4.0;2.0;450.0;Sim;1.0;Sim;497.0;RO
2015;11000813;5.0;Apartamento;Alvenaria;Telha;3.0;2.0;300.0;Sim;1.0;Sim;116.0;RO
2015;11000813;2.0;Casa;Alvenaria;Telha;5.0;1.0;700.0;Sim;1.0;Sim;2500.0;RO
2015;11000813;5.0;Apartamento;Alvenaria;Telha;5.0;2.0;800.0;Sim;1.0;Sim;906.0;RO
2015;11000813;3.0;Apartamento;Alvenaria;Telha;6.0;2.0;900.0;Sim;1.0;Sim;2000.0;RO
2015;11000813;3.0;Apartamento;Alvenaria;Telha;5.0;3.0;750.0;Sim;1.0;Sim;1451.0;RO
2015;11000813;4.0;Casa;Alvenaria;Telha;5.0;2.0;700.0;Sim;1.0;Sim;1650.0;RO
2015;11000821;1.0;Apartamento;Alvenaria;Telha;4.0;1.0;1000.0;Sim;1.0;Sim;6700.0;RO
2015;11000821;1.0;Apartamento;Alvenaria;Telha;3.0;1.0;500.0;Sim;1.0;Sim;800.0;RO
2015;11000821;3.0;Apartamento;Alvenaria;Telha;5.0;2.0;850.0;Sim;2.0;Sim;1366.0;RO
2015;11000821;1.0;Apartamento;Alvenaria;Telha;5.0;1.0;850.0;Sim;2.0;Sim;2000.0;RO
2015;11000821;1.0;Apartamento;Alvenaria;Telha;3.0;1.0;520.0;Sim;1.0;Sim;1000.0;RO
2015;11000821;2.0;Apartamento;Alvenaria;Telha;6.0;1.0;1000.0;Sim;1.0;Sim;3800.0;RO
2015;11000821;1.0;Apartamento;Alvenaria;Telha;3.0;1.0;350.0;Sim;1.0;Sim;2500.0;RO
2015;11000821;4.0;Apartamento;Alvenaria;Telha;4.0;1.0;400.0;Sim;1.0;Sim;261.0;RO
2015;11000821;5.0;Apartamento;Alvenaria;Telha;4.0;1.0;350.0;Sim;1.0;Sim;1140.0;RO
2015;11000821;2.0;Apartamento;Alvenaria;Telha;3.0;1.0;400.0;Sim;1.0;Sim;650.0;RO
2015;11000821;2.0;Apartamento;Alvenaria;Laje;4.0;1.0;800.0;Sim;1.0;Sim;1800.0;RO
2015;11000821;4.0;Casa;Alvenaria;Telha;11.0;3.0;1000.0;Sim;4.0;Sim;2000.0;RO
2015;11000830;3.0;Apartamento;Alvenaria;Telha;3.0;1.0;600.0;Sim;1.0;Sim;861.0;RO
2015;11000830;2.0;Casa;Alvenaria;Telha;4.0;1.0;500.0;Sim;1.0;Sim;1900.0;RO
2015;11000830;3.0;Apartamento;Alvenaria;Telha;4.0;1.0;600.0;Sim;0.0;Sim;833.0;RO
2015;11000830;3.0;Casa;Alvenaria;Telha;5.0;3.0;1500.0;Sim;2.0;Sim;2029.0;RO
2015;11000848;2.0;Apartamento;Alvenaria;Telha;5.0;1.0;600.0;Sim;1.0;Sim;800.0;RO
2015;11000856;1.0;Casa;Alvenaria;Telha;5.0;1.0;850.0;Sim;1.0;Sim;3800.0;RO
2015;11000856;5.0;Casa;Alvenaria;Telha;9.0;3.0;1800.0;Sim;3.0;Sim;1540.0;RO
2015;11000864;1.0;Casa;Alvenaria;Telha;4.0;1.0;800.0;Sim;1.0;Sim;2600.0;RO
2015;11000864;2.0;Casa;Alvenaria;Telha;5.0;2.0;650.0;Sim;1.0;Sim;1350.0;RO
2015;11000872;2.0;Apartamento;Alvenaria;Telha;5.0;2.0;600.0;Sim;0.0;Sim;1000.0;RO
2015;11000880;1.0;Apartamento;Alvenaria;Telha;3.0;1.0;400.0;Sim;1.0;Sim;1500.0;RO
2015;11000902;1.0;Casa;Alvenaria;Telha;6.0;1.0;800.0;Sim;2.0;Sim;3000.0;RO
2015;11000902;1.0;Casa;Alvenaria;Telha;7.0;1.0;800.0;Sim;2.0;Sim;6000.0;RO
2015;11000902;3.0;Casa;Alvenaria;Telha;5.0;2.0;600.0;Sim;1.0;Sim;300.0;RO
2015;11000902;2.0;Apartamento;Alvenaria;Telha;3.0;1.0;800.0;Sim;1.0;Sim;1400.0;RO
2015;11000902;1.0;Apartamento;Alvenaria;Laje;5.0;1.0;600.0;Sim;1.0;Sim;2000.0;RO
2015;11000902;3.0;Apartamento;Alvenaria;Telha;4.0;1.0;430.0;Sim;1.0;Sim;333.0;RO
2015;11000910;4.0;Casa;Alvenaria;Telha;5.0;3.0;550.0;Sim;1.0;Sim;975.0;RO
2015;11000910;2.0;Apartamento;Alvenaria;Telha;4.0;1.0;60.0;Sim;1.0;Sim;141.0;RO
2015;11000929;4.0;Apartamento;Alvenaria;Telha;4.0;2.0;400.0;Sim;1.0;Sim;210.0;RO
2015;11000929;1.0;Apartamento;Alvenaria;Telha;2.0;1.0;300.0;Sim;1.0;Sim;1600.0;RO
2015;11000929;1.0;Apartamento;Alvenaria;Telha;3.0;1.0;300.0;Sim;1.0;Sim;1200.0;RO
2015;11000929;6.0;Casa;Madeira aparelhada;Telha;5.0;2.0;300.0;Sim;1.0;Sim;233.0;RO
2015;11000929;1.0;Apartamento;Alvenaria;Telha;3.0;1.0;350.0;Sim;1.0;Sim;1000.0;RO
2015;11000937;2.0;Apartamento;Alvenaria;Telha;4.0;1.0;500.0;Sim;1.0;Sim;1300.0;RO
2015;11000937;5.0;Casa;Alvenaria;Telha;6.0;3.0;850.0;Sim;1.0;Sim;740.0;RO
2015;11000937;2.0;Apartamento;Alvenaria;Telha;5.0;2.0;600.0;Sim;1.0;Sim;750.0;RO
2015;11000945;2.0;Apartamento;Alvenaria;Telha;4.0;1.0;500.0;Sim;1.0;Sim;531.0;RO
2015;11000945;4.0;Apartamento;Alvenaria;Telha;3.0;1.0;350.0;Sim;1.0;Sim;537.0;RO
2015;11000953;1.0;Casa;Alvenaria;Telha;4.0;1.0;400.0;Sim;1.0;Sim;950.0;RO
2015;11000953;3.0;Casa;Alvenaria;Telha;4.0;1.0;450.0;Sim;1.0;Sim;733.0;RO
